count_incoming,exact_mass,generation_formed,smiles_str
2,144.042,2,C1(COC(C(C)=O)C1O)=O
2,192.063,2,C1(C(CO)OC(C(CO)O)C1O)=O
2,192.063,2,C1(C(O)OC(C(CO)O)C1CO)=O
2,192.063,2,C1(CC(OC1(CO)C(CO)O)O)=O
2,192.063,2,C1(C(C(CO)O)OC(C1CO)O)=O
2,192.063,2,C(C)(C1(CO)C(C(C(O1)O)O)O)=O
2,162.053,2,C(C(C(OCC(C)=O)O)O)=O
2,192.063,2,C(C1C(C(C(O1)O)O)O)(CCO)=O
2,192.063,2,C(C(CO)C1C(C(C(O)O1)O)O)=O
2,162.053,2,C1C2C(C(CC(O)(O2)O1)O)O
2,144.042,2,C1(CCC(OC1CO)=O)=O
2,144.042,2,C1(CC(CC(CO)O1)=O)=O
2,192.063,2,C1(COC(CO)C(C1(CO)O)O)=O
2,144.042,2,C1(C(CO)OCC(C1)=O)=O
2,144.042,2,C1(C(COC(CO)C1)=O)=O
2,192.063,2,C1(C(CO)OC(C(C1O)O)CO)=O
2,192.063,2,C1(C(O)OC(CO)C(C1CO)O)=O
2,192.063,2,C1(CC(O)OC(CO)C1(CO)O)=O
2,162.053,2,C1(C(CO)OC(CC1O)O)=O
2,192.063,2,C1(C(C(CO)OC(C1CO)O)O)=O
2,192.063,2,C1(CC(CO)OC(C1(CO)O)O)=O
2,162.053,2,C1(C(O)OC(CO)CC1O)=O
2,192.063,2,C1(C(C(O)OC(CO)C1CO)O)=O
2,192.063,2,C1(CC(C(OC1(CO)CO)O)O)=O
2,132.042,2,C1(COC(C(C1)O)O)=O
2,192.063,2,C1(C(CO)OC(C(C1CO)O)O)=O
2,144.042,2,C1(CC(CC(CO1)=O)O)=O
2,144.042,2,C1(CC(C(CCO1)=O)O)=O
2,144.042,2,C1(CCC(OCC1O)=O)=O
2,144.042,2,C1(CC(CC(CO1)O)=O)=O
2,192.063,2,C1(COCC(C(C1(CO)O)O)O)=O
2,144.042,2,C1(COCC(CC1O)=O)=O
2,144.042,2,C1(CCOCC(C1O)=O)=O
2,144.042,2,C1(C(COCC(C1)=O)O)=O
2,144.042,2,C1(C(COCC(C1)O)=O)=O
2,192.063,2,C1(C(CO)OCC(C(C1O)O)O)=O
2,192.063,2,C1(C(O)OCC(C(C1CO)O)O)=O
2,192.063,2,C1(CC(O)OCC(C1(CO)O)O)=O
2,162.053,2,C1(C(CC(O)OCC1O)O)=O
2,192.063,2,C1(C(C(COC(C1CO)O)O)O)=O
2,192.063,2,C1(CC(COC(C1(CO)O)O)O)=O
2,162.053,2,C1(C(O)OCC(CC1O)O)=O
2,192.063,2,C1(C(C(O)OCC(C1CO)O)O)=O
2,192.063,2,C1(CC(C(O)OCC1(CO)O)O)=O
2,162.053,2,C1(COC(C(CC1O)O)O)=O
2,192.063,2,C1(C(COC(C(C1CO)O)O)O)=O
2,192.063,2,C1(CCOC(C(C1(CO)O)O)O)=O
2,162.053,2,C1(C(CCOC(C1O)O)O)=O
2,192.063,2,C1(C(C(C(O)OCC1CO)O)O)=O
2,192.063,2,C1(C(CO)OC(C(C(C1)O)O)O)=O
2,192.063,2,C1(COC(C(C(C1CO)O)O)O)=O
2,194.079,2,C(C(CO)C(C(C(CO)O)O)O)=O
2,194.079,2,C(CCO)(C(CO)(C(CO)O)O)=O
2,194.079,2,C(C(C(CO)O)O)(C(CO)CO)=O
2,194.079,2,C(CC(CO)O)(C(CO)(CO)O)=O
2,194.079,2,C(C(CO)O)(C(CO)C(CO)O)=O
2,188.068,2,C(C(C=CC(CO)O)(CC=O)O)=O
2,188.068,2,C(CC(C(C=CC(CO)O)=O)O)=O
2,144.042,2,C(C(C(C=O)=O)O)=CCO
2,188.068,2,C(CC(C=CCO)(C(C=O)O)O)=O
2,188.068,2,C(CC(C(C(C=CCO)=O)O)O)=O
2,188.068,2,C(C=CC(C(CO)(C(C)O)O)=O)=O
2,174.053,2,C(C=CC(C(CO)(CO)O)=O)=O
2,114.032,2,C(C=CC(CO)=O)=O
2,188.068,2,C(CC(C=CC=O)(C(CO)O)O)=O
2,188.068,2,C(CC(C=CC(C(CO)O)=O)O)=O
2,188.068,2,C(C(C(C(C=C)=O)(C(C)O)O)O)=O
2,188.068,2,C(C(C(C)O)(C(C(C=C)=O)O)O)=O
2,174.053,2,C(C(C(C(C=C)=O)(CO)O)O)=O
2,174.053,2,C(C(CO)(C(C(C=C)=O)O)O)=O
2,144.042,2,C(C(C(C(C=C)O)=O)O)=O
2,86.037,2,C=CC(CO)=O
2,188.068,2,C(C(C(C(C=C)(CC=O)O)O)O)=O
2,188.068,2,C(CC(C(C(C(C=C)=O)O)O)O)=O
2,188.068,2,C(C(C=CC(CO)=O)(C(C)O)O)=O
2,174.053,2,C(C(C=CC(CO)=O)(CO)O)=O
2,188.068,2,C(C(C=CC(CO)(CC=O)O)O)=O
2,188.068,2,C(CC(C(C=CC(CO)=O)O)O)=O
2,188.068,2,C(C(C=CC(C(C(C)O)O)=O)O)=O
2,174.053,2,C(C(C=CC(C(CO)O)=O)O)=O
2,188.068,2,C(C(C(C)O)(C(C=CC=O)O)O)=O
2,174.053,2,C(C(CO)(C(C=CC=O)O)O)=O
2,188.068,2,C(C(C(C=CC(CC=O)O)O)O)=O
2,188.068,2,C(CC(C(C(C=CC=O)O)O)O)=O
2,130.027,2,C(C(CC(C=O)=O)O)=O
2,176.068,2,C(C(CC(C)(C(CO)O)O)=O)=O
2,176.068,2,C(CC(C(C)=O)O)(C(CO)O)=O
2,176.068,2,C(C(C)(CC(C(CO)O)=O)O)=O
2,176.068,2,C(C(CC(CO)(CCO)O)=O)=O
2,176.068,2,C(C(C)(C(C(CCO)=O)O)O)=O
2,176.068,2,C(CO)(C(CO)C(C(C)=O)O)=O
2,176.068,2,C(C(C)(C(C(CO)=O)CO)O)=O
2,160.037,2,C(C(C(CC(C=O)=O)O)O)=O
2,146.058,2,C(C(CC(C)(CO)O)=O)=O
2,146.058,2,C(C(C)(CC(CO)=O)O)=O
2,146.058,2,C(C(C)(C(C(C)=O)O)O)=O
2,190.048,2,C(C(C(C(CC(C=O)=O)O)O)O)=O
2,116.047,2,C(C(CC(C)O)=O)=O
2,116.047,2,C(CC(C(C)=O)O)=O
2,116.047,2,C(C(C)(CC=O)O)=O
2,162.053,2,C(C(CC(CO)(CO)O)=O)=O
2,162.053,2,C(C(C)(C(C(CO)=O)O)O)=O
2,134.058,2,C(CC(C(CO)O)O)=O
2,120.042,2,C(C(CO)(CO)O)=O
2,178.048,2,C(C(CO)(C(C(C=O)O)O)O)=O
2,134.058,2,C(C(CO)(C(C)O)O)=O
2,194.079,2,C(C(CO)(C(C)(C(CO)O)O)O)=O
2,194.079,2,C(C(CO)(C(CO)(CCO)O)O)=O
2,164.068,2,C(C(CO)(C(CO)(C)O)O)=O
2,180.063,2,C(C(CO)(C(CO)(CO)O)O)=O
2,148.037,2,C(C(C(C(CO)=O)O)O)=O
2,190.048,2,C(C(C(C(CO)=O)C(C=O)O)O)=O
2,194.079,2,C(C)(C(CO)(C(CO)(CO)O)O)=O
2,178.084,2,C(C)(C(CO)(C(CO)(C)O)O)=O
2,148.074,2,C(C)(C(CO)(C(C)O)O)=O
2,134.058,2,C(C)(C(CO)(CO)O)=O
2,194.079,2,C(CO)(C(C(C)(C(CO)O)O)O)=O
2,194.079,2,C(C(CO)O)(CC(CO)(CO)O)=O
2,148.074,2,C(CC(C)(C(CO)O)O)=O
2,148.074,2,C(C(CO)O)(CC(C)O)=O
2,178.084,2,C(C)(C(C(C)(C(CO)O)O)O)=O
2,178.084,2,C(CO)(CC(C)(C(CO)O)O)=O
2,178.084,2,C(C(CO)O)(CC(CO)(C)O)=O
2,176.068,2,C(C(C(C)O)(CC(CO)=O)O)=O
2,162.053,2,C(C(CO)(CC(CO)=O)O)=O
2,176.068,2,C(CC(CO)(CC(C=O)O)O)=O
2,176.068,2,C(CC(C=O)O)(C(C(C)O)O)=O
2,176.068,2,C(CO)(C(C(C)O)C(C=O)O)=O
2,192.063,2,C(C(C(C(CO)(CCO)O)=O)O)=O
2,192.063,2,C(C(CC(C(CO)=O)(CO)O)O)=O
2,192.063,2,C(C(CO)(CC(C(CO)=O)O)O)=O
2,192.063,2,C(C(C(CO)(CC(CO)O)O)=O)=O
2,192.063,2,C(CC(C(C(CO)(CO)O)=O)O)=O
2,192.063,2,C(C(CO)(CC=O)O)(C(CO)O)=O
2,148.037,2,C(C(CO)(C(C=O)O)O)=O
2,162.053,2,C(C(CO)(C(C(C)=O)O)O)=O
2,192.063,2,C(C(CC(C(C(CO)O)=O)O)O)=O
2,192.063,2,C(C(CO)C(C(C(CO)O)=O)O)=O
2,74.037,2,C(CCO)=O
2,134.058,2,C(CO)(C(CO)CO)=O
2,194.079,2,C(CO)(C(C(CO)(CCO)O)O)=O
2,194.079,2,C(CO)(C(CO)C(CO)(CO)O)=O
2,194.079,2,C(C(C(CO)(CO)O)O)(CCO)=O
2,148.074,2,C(CC(CO)(CCO)O)=O
2,148.074,2,C(CO)(C(CO)C(C)O)=O
2,148.074,2,C(C(C(C)O)O)(CCO)=O
2,178.084,2,C(C)(C(C(CO)(CCO)O)O)=O
2,178.084,2,C(CO)(CC(CO)(CCO)O)=O
2,178.084,2,C(CO)(C(CO)C(CO)(C)O)=O
2,178.084,2,C(C(C(CO)(C)O)O)(CCO)=O
2,176.068,2,C(C)(C(C(C)O)(C(C=O)O)O)=O
2,176.068,2,C(C(C(C)O)(C(C(C)=O)O)O)=O
2,176.068,2,C(CC(C)(C(C(C=O)O)O)O)=O
2,176.068,2,C(C(C(C=O)O)O)(CC(C)O)=O
2,178.048,2,C(C(C(C(C(CO)=O)O)O)O)=O
2,132.042,2,C(CC(C(C=O)O)O)=O
2,192.063,2,C(C(C(CO)(C)O)(C(C=O)O)O)=O
2,164.068,2,C(CO)(C(C(CO)(C)O)O)=O
2,164.068,2,C(C)(C(C(CO)(CO)O)O)=O
2,118.063,2,C(CO)(CC(C)O)=O
2,118.063,2,C(C)(C(C(C)O)O)=O
2,118.063,2,C(CC(C)(CO)O)=O
2,164.068,2,C(CO)(CC(CO)(CO)O)=O
2,162.053,2,C(C(C(C)O)(C(C=O)O)O)=O
2,134.058,2,C(CO)(C(C(C)O)O)=O
2,134.058,2,C(CC(CO)(CO)O)=O
1,162.053,2,C(C1(C(C(C(C1)O)O)O)O)=O
1,162.053,2,C(C1CC(C(C(O1)O)O)O)=O
1,162.053,2,C(C1C(CC(C(O1)O)O)O)=O
1,162.053,2,C(C(C1CC(C(O)O1)O)O)=O
1,162.053,2,C1(C(C(C(C1(C)O)O)O)O)=O
1,162.053,2,C1(C(C)OC(C(C1O)O)O)=O
1,162.053,2,C(C(C)=O)(C(C(CO)O)O)=O
1,144.042,2,C(C1(C=CC(CO)O1)O)=O
1,144.042,2,C1C(C(CO)OC=1C=O)O
1,144.042,2,C1(C(C(CO1)O)O)=CC=O
1,144.042,2,C(CC1C(C(CO1)O)=O)=O
1,144.042,2,C(C(C1(C=CCO1)O)O)=O
1,144.042,2,C(C(C1OCC(C=1)O)O)=O
1,144.042,2,C(C(C1CC(CO1)O)=O)=O
1,162.053,2,C1(C2C(CC(CO)(O2)O1)O)O
1,162.053,2,C(CC(CO)(OCC=O)O)=O
1,144.042,2,C(C1C(C=C(CO)O1)O)=O
1,144.042,2,C(C1C=CC(CO)(O1)O)=O
1,144.042,2,C(C1C(CC(C=O)O1)O)=O
1,162.053,2,CC12C(C(C(C(O)O1)O2)O)O
1,162.053,2,C(C(C(C)(OCC=O)O)O)=O
1,144.042,2,C(C1C(C(C(O1)=C)O)O)=O
1,144.042,2,C(C1C(C(C(C)O1)=O)O)=O
1,162.053,2,C12CC(C(C(C(O)O1)O)O2)O
1,144.042,2,C(C(C1C(C=CO1)O)O)=O
1,144.042,2,C(C(C1C=CC(O)O1)O)=O
1,102.032,2,C1(COCC1O)=O
1,162.053,2,C1(C(CO)OC(CO)C1O)=O
1,162.053,2,C(C1C(C(C(CO)O1)O)O)=O
1,144.042,2,C(C1(C=CC(CO1)O)O)=O
1,144.042,2,C1C(C(COC=1C=O)O)O
1,162.053,2,C12CC(C(C(C(O)O1)O2)O)O
1,162.053,2,C(C(CC(OCC=O)O)O)=O
1,144.042,2,C(C1C(C(C=CO1)O)O)=O
1,144.042,2,C(C1C(C=CC(O)O1)O)=O
1,162.053,2,C1(C(CO)OCC(C1O)O)=O
1,162.053,2,C(C1C(C(C(CO1)O)O)O)=O
1,144.042,2,C1(C(CO)(CC(C1)=O)O)=O
1,144.042,2,C1(CCC(C1(CO)O)=O)=O
1,162.053,2,C1(C2(C(C(CC2O)O1)O)O)O
1,144.042,2,C(C1(C=CC(C1O)O)O)=O
1,144.042,2,C(C1(C(CCC1O)=O)O)=O
1,180.063,2,C1C(C(C(O)O1)(C(CO)O)O)O
1,162.053,2,C(C(C(C)=O)(C(CO)O)O)=O
1,178.048,2,C1C(C2C(C(C(O)(O2)O1)O)O)O
1,178.048,2,C1C2C(C(C(C(O)(O2)O1)O)O)O
1,178.048,2,C1(C(O)OC(C(CO)O)C1O)=O
1,178.048,2,C1(C(O)OC(CO)C(C1O)O)=O
1,178.048,2,C1(C(O)OCC(C(C1O)O)O)=O
1,164.068,2,C1CC(C(C(C(O)O1)O)O)O
1,146.058,2,C(C(C(C(C=C)O)O)O)=O
1,178.048,2,C(C1C(C(CC(O1)(O)O)O)O)=O
1,178.048,2,C(C(C1C(CC(O)(O)O1)O)O)=O
1,160.037,2,C1(CC(C(C(C=O)O1)O)O)=O
1,160.037,2,C1(CC(C(C(C=O)O)O1)O)=O
1,178.048,2,C1(CC(C(C(C(O)O1)O)O)O)=O
1,136.037,2,C1C(C(C(O)(O)O1)O)O
1,162.053,1,C(C1(CC(C(CO1)O)O)O)=O
1,162.053,1,C(C1(CC(C(CO)O1)O)O)=O
1,162.053,1,C(CC1(C(C(CO1)O)O)O)=O
1,162.053,1,C(C(C1(CC(CO1)O)O)O)=O
1,162.053,1,C1(CC(C(C1(CO)O)O)O)=O
1,162.053,1,C1(C(C(C(C1CO)O)O)O)=O
1,162.053,1,C(C1C(CC(CO)(O1)O)O)=O
1,162.053,1,C(C1C(C(C(C)(O1)O)O)O)=O
1,162.053,1,C(C1C(C(CC(O1)O)O)O)=O
1,162.053,1,C(C(C1C(CC(O)O1)O)O)=O
1,162.053,1,C(C1C(C(C(C1O)O)O)O)=O
1,120.042,1,C1C(C(C(O)O1)O)O
1,180.063,1,C1C(C(C(C(CO)(O)O1)O)O)O
1,180.063,1,C(C1(C(C(C(CO)O1)O)O)O)O
1,162.053,1,C1(COC(C(CO)O)C1O)=O
1,162.053,1,C1(COC(CO)C(C1O)O)=O
1,162.053,1,C1(COCC(C(C1O)O)O)=O
1,162.053,1,C1(CC(C(C(CO1)O)O)O)=O
1,178.048,1,C1(C(C(C(C(CO)O1)O)O)O)=O
1,196.058,1,C(C(C1C(C(C(O)(O)O1)O)O)O)O
1,196.058,1,C(C1C(C(C(C(O)(O)O1)O)O)O)O
1,196.058,1,C1C(C(C(C(C(O)(O)O1)O)O)O)O
1,162.053,2,C1(C(C(C(CO)C1O)O)O)=O
1,144.042,2,C=C1C(C(C(C1O)O)O)=O
1,144.042,2,C1C(C(C(C=1CO)=O)O)O
1,144.042,2,C1(C(CO)CC(C1O)=O)=O
1,162.053,2,C12C(C(C(CC1O)(O)O2)O)O
1,162.053,2,C1(C2C(C(C(C2O)O1)O)O)O
1,144.042,2,C1C(C(C(C=1C=O)O)O)O
1,180.063,2,C1C(C(CC(C(O)(O)O1)O)O)O
1,180.063,2,C(C1C(CC(C(O)(O)O1)O)O)O
1,180.063,2,C(C(C1CC(C(O)(O)O1)O)O)O
1,162.053,2,C(C(C(CO)O)O)=CC(O)=O
1,144.042,2,C(C1(CC(C(C1)=O)O)O)=O
1,162.053,2,C1(COC(C(CO)O)(C1)O)=O
1,162.053,2,C1(COC(CCO)(C1O)O)=O
1,162.053,2,C1(COC(CO)(CC1O)O)=O
1,162.053,2,C1(C(CC(CO)(C1O)O)O)=O
1,162.053,2,C1(C(C(C(C1)O)(CO)O)O)=O
1,162.053,2,C1(COC(C)(C(C1O)O)O)=O
1,162.053,2,C1(C(C(C(C)(C1O)O)O)O)=O
1,162.053,2,C1(C(C(C(CO)(C1)O)O)O)=O
1,162.053,2,C1(COC(CC(C1O)O)O)=O
1,162.053,2,C1(C(C(CC(C1O)O)O)O)=O
1,144.042,2,C1C(C(CO)O)OC(C=1)=O
1,162.053,2,C1C2(C(C(C(CO2)O)O1)O)O
1,162.053,2,C1C2(C(C(C(CO)O2)O1)O)O
1,162.053,2,C1(C(C(CO)O)OCC1O)=O
1,162.053,2,C(OC(C(C)=O)C(CO)O)=O
1,144.042,2,C1OC(C(C=1)=O)C(CO)O
1,162.053,2,CC1(C2C(C(C(O1)O2)O)O)O
1,162.053,2,C12C(C(C(CC(O)O1)O2)O)O
1,144.042,2,C1C(C(CO)OC(C=1)=O)O
1,162.053,2,C1C2(C(C(C(CO2)O1)O)O)O
1,162.053,2,C1(C(C(CO)OCC1O)O)=O
1,162.053,2,C(C(CO)OCC(CO)=O)=O
1,162.053,2,C(C(CO)OC(C(C)=O)O)=O
1,144.042,2,C1C(CO)OC(C(C=1)=O)O
1,162.053,2,C(OC(CO)C(C(C)=O)O)=O
1,144.042,2,C1OC(CO)C(C(C=1)=O)O
1,162.053,2,C(OC(CO)CC(CO)=O)=O
1,162.053,2,C12C(CC(C(CO)O1)(O)O2)O
1,162.053,2,C(C)(C(CO)OC(C=O)O)=O
1,144.042,2,C1C(OC(C(C=1)=O)CO)O
1,144.042,2,C1C(C(COC(C=1)=O)O)O
1,162.053,2,C1C2(C(C(C(CO1)O2)O)O)O
1,162.053,2,C1(C(C(COCC1O)O)O)=O
1,162.053,2,C(C(COCC(CO)=O)O)=O
1,162.053,2,C1(C(CC(C(CO1)O)O)O)=O
1,162.053,2,C(C(COC(C(C)=O)O)O)=O
1,144.042,2,C1C(COC(C(C=1)=O)O)O
1,162.053,2,C(CO)(CC(OCC=O)O)=O
1,162.053,2,C(OCC(C(C(C)=O)O)O)=O
1,144.042,2,C1OCC(C(C(C=1)=O)O)O
1,162.053,2,C(C)(C(C(OCC=O)O)O)=O
1,162.053,2,C(OCC(CC(CO)=O)O)=O
1,144.042,2,C1COC(C(C(C=1)=O)O)O
1,162.053,2,C1C(C2(CC(C(O2)O1)O)O)O
1,162.053,2,C(C)(C(COC(C=O)O)O)=O
1,144.042,2,C1C(O)OCC(C(C=1)=O)O
1,162.053,2,C1CC2(C(C(C(O2)O1)O)O)O
1,162.053,2,C(CO)(CCOC(C=O)O)=O
1,162.053,2,C1C2(CC(C(C(O2)O1)O)O)O
1,144.042,2,C1C(C(OCC(C=1)=O)O)O
1,178.048,2,C1(C(CC(C(CO)O)(O)O1)O)=O
1,178.048,2,C1(C(C(C(CCO)(O)O1)O)O)=O
1,178.048,2,C1(C(C(CC(CO)(O)O1)O)O)=O
1,178.048,2,C1(C(C(C(C(C)(O)O1)O)O)O)=O
1,178.048,2,C1(C(C(C(CC(O)O1)O)O)O)=O
1,164.068,2,C1C(C(C(CC(O)O1)O)O)O
1,164.068,2,CC1(C(C(C(CO1)O)O)O)O
1,144.042,2,C(C1C(CC(CO)O1)=O)=O
1,144.042,2,C(C(C1C(CCO1)=O)O)=O
1,144.042,2,C1(C(C(C=O)OCC1)O)=O
1,144.042,2,C(C(C1CC(CO1)=O)O)=O
1,144.042,2,C(C(C)(CC(C=O)=O)O)=O
1,180.063,2,C(C(CO)(C(C(CO)O)O)O)=O
1,132.042,2,C(C(CC(C=O)O)O)=O
1,132.042,2,C(C(C(C(C)O)=O)O)=O
1,74.037,2,C(C(C)O)=O
1,148.074,2,C(CO)(CC(CO)(C)O)=O
1,148.074,2,C(C)(C(C(CO)(C)O)O)=O
1,88.052,2,C(CC(C)O)=O
1,180.063,2,C(CO)(C(C(CO)(CO)O)O)=O
1,162.053,2,C1(C(CC(C1(CO)O)O)O)=O
1,132.042,2,C(CC(C(CO)=O)O)=O
1,118.027,2,C(C(C(CO)O)=O)=O
1,162.053,2,C(C1(C(CC(CO1)O)O)O)=O
1,162.053,2,C(C1(C(CC(CO)O1)O)O)=O
1,162.053,2,C(CO)(C1CC(C(O1)O)O)=O
1,162.053,2,C(C1CC(C(CO)(O1)O)O)=O
1,162.053,2,C(C(C1(C(CCO1)O)O)O)=O
1,162.053,2,C1(C(CCO)OC(C1O)O)=O
